5;1502;KABUPATEN MERANGIN
5;1503;KABUPATEN SAROLANGUN
5;1504;KABUPATEN BATANG HARI
5;1505;KABUPATEN MUARO JAMBI
5;1506;KABUPATEN TANJUNG JABUNG TIMUR
5;1507;KABUPATEN TANJUNG JABUNG BARAT
5;1508;KABUPATEN TEBO
5;1509;KABUPATEN BUNGO
5;1571;KOTA JAMBI
5;1572;KOTA SUNGAI PENUH
6;1601;KABUPATEN OGAN KOMERING ULU
6;1602;KABUPATEN OGAN KOMERING ILIR
6;1603;KABUPATEN MUARA ENIM
6;1604;KABUPATEN LAHAT
6;1605;KABUPATEN MUSI RAWAS
6;1606;KABUPATEN MUSI BANYUASIN
6;1607;KABUPATEN BANYU ASIN
6;1608;KABUPATEN OGAN KOMERING ULU SELATAN
6;1609;KABUPATEN OGAN KOMERING ULU TIMUR
6;1610;KABUPATEN OGAN ILIR
6;1611;KABUPATEN EMPAT LAWANG
6;1612;KABUPATEN PENUKAL ABAB LEMATANG ILIR
6;1613;KABUPATEN MUSI RAWAS UTARA
6;1671;KOTA PALEMBANG
6;1672;KOTA PRABUMULIH
6;1673;KOTA PAGAR ALAM
6;1674;KOTA LUBUKLINGGAU
7;1701;KABUPATEN BENGKULU SELATAN
7;1702;KABUPATEN REJANG LEBONG
7;1703;KABUPATEN BENGKULU UTARA
7;1704;KABUPATEN KAUR
7;1705;KABUPATEN SELUMA
7;1706;KABUPATEN MUKOMUKO
7;1707;KABUPATEN LEBONG
7;1708;KABUPATEN KEPAHIANG
7;1709;KABUPATEN BENGKULU TENGAH
7;1771;KOTA BENGKULU
8;1801;KABUPATEN LAMPUNG BARAT
8;1802;KABUPATEN TANGGAMUS
8;1803;KABUPATEN LAMPUNG SELATAN
8;1804;KABUPATEN LAMPUNG TIMUR
8;1805;KABUPATEN LAMPUNG TENGAH
8;1806;KABUPATEN LAMPUNG UTARA
8;1807;KABUPATEN WAY KANAN
8;1808;KABUPATEN TULANGBAWANG
8;1809;KABUPATEN PESAWARAN
8;1810;KABUPATEN PRINGSEWU
8;1811;KABUPATEN MESUJI
8;1812;KABUPATEN TULANG BAWANG BARAT
8;1813;KABUPATEN PESISIR BARAT
8;1814;KOTA BANDAR LAMPUNG
8;1872;KOTA METRO
9;1901;KABUPATEN BANGKA
9;1902;KABUPATEN BELITUNG
9;1903;KABUPATEN BANGKA BARAT
9;1904;KABUPATEN BANGKA TENGAH
9;1905;KABUPATEN BANGKA SELATAN
9;1906;KABUPATEN BELITUNG TIMUR
9;1971;KOTA PANGKAL PINANG
10;2101;KABUPATEN KARIMUN
10;2102;KABUPATEN BINTAN
10;2103;KABUPATEN NATUNA
10;2104;KABUPATEN LINGGA
10;2105;KABUPATEN KEPULAUAN ANAMBAS
10;2171;KOTA BATAM
10;2172;KOTA TANJUNG PINANG
11;3101;KABUPATEN KEPULAUAN SERIBU
11;3171;KOTA JAKARTA SELATAN
11;3172;KOTA JAKARTA TIMUR
11;3173;KOTA JAKARTA PUSAT
11;3174;KOTA JAKARTA BARAT
11;3175;KOTA JAKARTA UTARA
12;3201;KABUPATEN BOGOR
12;3202;KABUPATEN SUKABUMI
12;3203;KABUPATEN CIANJUR
12;3204;KABUPATEN BANDUNG
12;3205;KABUPATEN GARUT
12;3206;KABUPATEN TASIKMALAYA
12;3207;KABUPATEN CIAMIS
12;3208;KABUPATEN KUNINGAN
12;3209;KABUPATEN CIREBON
12;3210;KABUPATEN MAJALENGKA
12;3211;KABUPATEN SUMEDANG
12;3212;KABUPATEN INDRAMAYU
12;3213;KABUPATEN SUBANG
12;3214;KABUPATEN PURWAKARTA
12;3215;KABUPATEN KARAWANG
12;3216;KABUPATEN BEKASI
12;3217;KABUPATEN BANDUNG BARAT
12;3218;KABUPATEN PANGANDARAN
12;3271;KOTA BOGOR
12;3272;KOTA SUKABUMI
12;3273;KOTA BANDUNG
12;3274;KOTA CIREBON
12;3275;KOTA BEKASI
12;3276;KOTA DEPOK
12;3277;KOTA CIMAHI
12;3278;KOTA TASIKMALAYA
12;3279;KOTA BANJAR
13;3301;KABUPATEN CILACAP
13;3302;KABUPATEN BANYUMAS
13;3303;KABUPATEN PURBALINGGA
13;3304;KABUPATEN BANJARNEGARA
13;3305;KABUPATEN KEBUMEN
13;3306;KABUPATEN PURWOREJO
13;3307;KABUPATEN WONOSOBO
13;3308;KABUPATEN MAGELANG
13;3309;KABUPATEN BOYOLALI
13;3310;KABUPATEN KLATEN
13;3311;KABUPATEN SUKOHARJO
13;3312;KABUPATEN WONOGIRI
13;3313;KABUPATEN KARANGANYAR
13;3314;KABUPATEN SRAGEN
13;3315;KABUPATEN GROBOGAN
13;3316;KABUPATEN BLORA
13;3317;KABUPATEN REMBANG
13;3318;KABUPATEN PATI
13;3319;KABUPATEN KUDUS
13;3320;KABUPATEN JEPARA
13;3321;KABUPATEN DEMAK
13;3322;KABUPATEN SEMARANG
13;3323;KABUPATEN TEMANGGUNG
13;3324;KABUPATEN KENDAL
13;3325;KABUPATEN BATANG
13;3326;KABUPATEN PEKALONGAN
13;3327;KABUPATEN PEMALANG
13;3328;KABUPATEN TEGAL
13;3329;KABUPATEN BREBES
13;3371;KOTA MAGELANG
13;3372;KOTA SURAKARTA
13;3373;KOTA SALATIGA
13;3374;KOTA SEMARANG
13;3375;KOTA PEKALONGAN
13;3376;KOTA TEGAL
14;3401;KABUPATEN KULON PROGO
14;3402;KABUPATEN BANTUL
14;3403;KABUPATEN GUNUNG KIDUL
14;3404;KABUPATEN SLEMAN
14;3405;KOTA YOGYAKARTA
15;3501;KABUPATEN PACITAN
15;3502;KABUPATEN PONOROGO
15;3503;KABUPATEN TRENGGALEK
15;3504;KABUPATEN TULUNGAGUNG
15;3505KABUPATEN BLITAR
15;3506;KABUPATEN KEDIRI
15;3507;KABUPATEN MALANG
15;3508;KABUPATEN LUMAJANG
13;3509;KABUPATEN JEMBER
13;3510KABUPATEN BANYUWANGI
15;3511;KABUPATEN BONDOWOSO
15;3512;KABUPATEN SITUBONDO
15;3513;KABUPATEN PROBOLINGGO
15;3514;KABUPATEN PASURUAN
15;3515;KABUPATEN SIDOARJO
15;3516;KABUPATEN MOJOKERTO
15;3517;KABUPATEN JOMBANG
15;3518;KABUPATEN NGANJUK
15;3519;KABUPATEN MADIUN
15;3520;KABUPATEN MAGETAN
15;3521;KABUPATEN NGAWI
15;3522;KABUPATEN BOJONEGORO
15;3523;KABUPATEN TUBAN
15;3524;KABUPATEN LAMONGAN
15;3525;KABUPATEN GRESIK
15;3526;KABUPATEN BANGKALAN
15;3527;KABUPATEN SAMPANG
15;3528;KABUPATEN PAMEKASAN
15;3529;KABUPATEN SUMENEP
15;3571;KOTA KEDIRI
15;3572;KOTA BLITAR
15;3573;KOTA MALANG
15;3574;KOTA PROBOLINGGO
15;3575;KOTA PASURUAN
15;3576;KOTA MOJOKERTO
15;3577;KOTA MADIUN
15;3578;KOTA SURABAYA
15;3579;KOTA BATU
16;3601;KABUPATEN PANDEGLANG
16;3602;KABUPATEN LEBAK
16;3603;KABUPATEN TANGERANG
16;3604;KABUPATEN SERANG
16;3671;KOTA TANGERANG
16;3672;KOTA CILEGON
16;3673;KOTA SERANG
16;3674;KOTA TANGERANG SELATAN
17;5101;KABUPATEN JEMBRANA
17;5102;KABUPATEN TABANAN
17;5103;KABUPATEN BADUNG
17;5104;KABUPATEN GIANYAR
17;5105;KABUPATEN KLUNGKUNG
17;5106;KABUPATEN BANGLI
17;5107;KABUPATEN KARANG ASEM
17;5108;KABUPATEN BULELENG
17;5171;KOTA DENPASAR
18;5201;KABUPATEN LOMBOK BARAT
18;5202;KABUPATEN LOMBOK TENGAH
18;5203;KABUPATEN LOMBOK TIMUR
18;5204;KABUPATEN SUMBAWA
18;5205;KABUPATEN DOMPU
18;5206;KABUPATEN BIMA
18;5207;KABUPATEN SUMBAWA BARAT
18;5208;KABUPATEN LOMBOK UTARA
18;5271;KOTA MATARAM
18;5272;KOTA BIMA
19;5301;KABUPATEN SUMBA BARAT
19;5302;KABUPATEN SUMBA TIMUR
19;5303;KABUPATEN KUPANG
19;5304;KABUPATEN TIMOR TENGAH SELATAN
19;5305;KABUPATEN TIMOR TENGAH UTARA
19;5306;KABUPATEN BELU
19;5307;KABUPATEN ALOR
19;5308;KABUPATEN LEMBATA
19;5309;KABUPATEN FLORES TIMUR
19;5310;KABUPATEN SIKKA
19;5311;KABUPATEN ENDE
19;5312;KABUPATEN NGADA
19;5313;KABUPATEN MANGGARAI
19;5314;KABUPATEN ROTE NDAO
19;5315;KABUPATEN MANGGARAI BARAT
19;5316;KABUPATEN SUMBA TENGAH
19;5317;KABUPATEN SUMBA BARAT DAYA
19;5318;KABUPATEN NAGEKEO
19;5319;KABUPATEN MANGGARAI TIMUR
19;5320;KABUPATEN SABU RAIJUA
19;5321;KABUPATEN MALAKA
19;5371;KOTA KUPANG
20;6101;KABUPATEN SAMBAS
20;6102;KABUPATEN BENGKAYANG
20;6103;KABUPATEN LANDAK
20;6104;KABUPATEN MEMPAWAH
20;6105;KABUPATEN SANGGAU
20;6106;KABUPATEN KETAPANG
20;6107;KABUPATEN SINTANG
20;6108;KABUPATEN KAPUAS HULU
20;6109;KABUPATEN SEKADAU
20;6110;KABUPATEN MELAWI
20;6111;KABUPATEN KAYONG UTARA
20;6112;KABUPATEN KUBU RAYA
20;6171;KOTA PONTIANAK
20;6172;KOTA SINGKAWANG
21;6201;KABUPATEN KOTAWARINGIN BARAT
21;6202;KABUPATEN KOTAWARINGIN TIMUR
21;6203;KABUPATEN KAPUAS
21;6204;KABUPATEN BARITO SELATAN
21;6205;KABUPATEN BARITO UTARA
21;6206;KABUPATEN SUKAMARA
21;6207;KABUPATEN LAMANDAU
21;6208;KABUPATEN SERUYAN
21;6209;KABUPATEN KATINGAN
21;6210;KABUPATEN PULANG PISAU
21;6211;KABUPATEN GUNUNG MAS
21;6212;KABUPATEN BARITO TIMUR
21;6213;KABUPATEN MURUNG RAYA
21;6271;KOTA PALANGKA RAYA
22;6301;KABUPATEN TANAH LAUT
22;6302;KABUPATEN KOTA BARU
22;6303;KABUPATEN BANJAR
22;6304;KABUPATEN BARITO KUALA
22;6305;KABUPATEN TAPIN
22;6306;KABUPATEN HULU SUNGAI SELATAN
22;6307;KABUPATEN HULU SUNGAI TENGAH
22;6308;KABUPATEN HULU SUNGAI UTARA
22;6309;KABUPATEN TABALONG
22;6310;KABUPATEN TANAH BUMBU
22;6311;KABUPATEN BALANGAN
22;6312;KOTA BANJARMASIN
22;6313;KOTA BANJAR BARU
23;6401;KABUPATEN PASER
23;6402;KABUPATEN KUTAI BARAT
23;6403;KABUPATEN KUTAI KARTANEGARA
23;6404;KABUPATEN KUTAI TIMUR
23;6405;KABUPATEN BERAU
23;6409;KABUPATEN PENAJAM PASER UTARA
23;6411;KABUPATEN MAHAKAM HULU
23;6471;KOTA BALIKPAPAN
23;6472;KOTA SAMARINDA
23;6474;KOTA BONTANG
24;6501;KABUPATEN MALINAU
24;6502;KABUPATEN BULUNGAN
24;6503;KABUPATEN TANA TIDUNG
24;6504;KABUPATEN NUNUKAN
24;6571;KOTA TARAKAN
25;7101;KABUPATEN BOLAANG MONGONDOW
25;7102;KABUPATEN MINAHASA
25;7103;KABUPATEN KEPULAUAN SANGIHE
25;7104;KABUPATEN KEPULAUAN TALAUD
25;7105;KABUPATEN MINAHASA SELATAN
25;7106;KABUPATEN MINAHASA UTARA
25;7107;KABUPATEN BOLAANG MONGONDOW UTARA
25;7108;KABUPATEN SIAU TAGULANDANG BIARO
25;7109;KABUPATEN MINAHASA TENGGARA
25;7110;KABUPATEN BOLAANG MONGONDOW SELATAN
25;7111;KABUPATEN BOLAANG MONGONDOW TIMUR
25;7171;KOTA MANADO
25;7172;KOTA BITUNG
25;7173;KOTA TOMOHON
25;7174;KOTA KOTAMOBAGU
26;7201;KABUPATEN BANGGAI KEPULAUAN
26;7202;KABUPATEN BANGGAI
26;7203;KABUPATEN MOROWALI
26;7204;KABUPATEN POSO
26;7205;KABUPATEN DONGGALA
26;7206;KABUPATEN TOLI-TOLI
26;7207;KABUPATEN BUOL
26;7208;KABUPATEN PARIGI MOUTONG
26;7209;KABUPATEN TOJO UNA-UNA
26;7210;KABUPATEN SIGI
26;7211;KABUPATEN BANGGAI LAUT
26;7212;KABUPATEN MOROWALI UTARA
26;7213;KOTA PALU
27;7301;KABUPATEN KEPULAUAN SELAYAR
27;7302;KABUPATEN BULUKUMBA
27;7303;KABUPATEN BANTAENG
27;7304;KABUPATEN JENEPONTO
27;7305;KABUPATEN TAKALAR
27;7306;KABUPATEN GOWA
27;7307;KABUPATEN SINJAI
27;7308;KABUPATEN MAROS
27;7309;KABUPATEN PANGKAJENE DAN KEPULAUAN
27;7310;KABUPATEN BARRU
27;7311;KABUPATEN BONE
27;7312;KABUPATEN SOPPENG
27;7313;KABUPATEN WAJO
27;7314;KABUPATEN SIDENRENG RAPPANG
27;7315;KABUPATEN PINRANG
27;7316;KABUPATEN ENREKANG
27;7317;KABUPATEN LUWU
27;7318;KABUPATEN TANA TORAJA
27;7322;KABUPATEN LUWU UTARA
27;7325;KABUPATEN LUWU TIMUR
27;7326;KABUPATEN TORAJA UTARA
27;7371;KOTA MAKASSAR
27;7372;KOTA PAREPARE
27;7373;KOTA PALOPO
28;7401;KABUPATEN BUTON
28;7402;KABUPATEN MUNA
28;7403;KABUPATEN KONAWE
28;7404;KABUPATEN KOLAKA
28;7405;KABUPATEN KONAWE SELATAN
28;7406;KABUPATEN BOMBANA
28;7407;KABUPATEN WAKATOBI
28;7408;KABUPATEN KOLAKA UTARA
28;7409;KABUPATEN BUTON UTARA
28;7410;KABUPATEN KONAWE UTARA
28;7411;KABUPATEN KOLAKA TIMUR
28;7412;KABUPATEN KONAWE KEPULAUAN
28;7413;KABUPATEN MUNA BARAT
28;7414;KABUPATEN BUTON TENGAH
28;7415;KABUPATEN BUTON SELATAN
28;7471;KOTA KENDARI
28;7472;KOTA BAUBAU
29;7501;KABUPATEN BOALEMO
29;7502;KABUPATEN GORONTALO
29;7503;KABUPATEN POHUWATO
29;7504;KABUPATEN BONE BOLANGO
29;7505;KABUPATEN GORONTALO UTARA
29;7571;KOTA GORONTALO
30;7601;KABUPATEN MAJENE
30;7602;KABUPATEN POLEWALI MANDAR
30;7603;KABUPATEN MAMASA
30;7504;KABUPATEN MAMUJU
30;7605;KABUPATEN MAMUJU UTARA
30;7606;KABUPATEN MAMUJU TENGAH
31;8101;KABUPATEN MALUKU TENGGARA BARAT
31;8102;KABUPATEN MALUKU TENGGARA
31;8103;KABUPATEN MALUKU TENGAH
31;8104;KABUPATEN BURU
31;8105;KABUPATEN KEPULAUAN ARU
31;8106;KABUPATEN SERAM BAGIAN BARAT
31;8107;KABUPATEN SERAM BAGIAN TIMUR
31;8108;KABUPATEN MALUKU BARAT DAYA
31;8109;KABUPATEN BURU SELATAN
31;8171;KOTA AMBON
31;8172;KOTA TUAL
32;8201;KABUPATEN HALMAHERA BARAT
32;8202;KABUPATEN HALMAHERA TENGAH
32;8203;KABUPATEN KEPULAUAN SULA
32;8204;KABUPATEN HALMAHERA SELATAN
32;8205;KABUPATEN HALMAHERA UTARA
32;8206;KABUPATEN HALMAHERA TIMUR
32;8207;KABUPATEN PULAU MOROTAI
32;8208KABUPATEN PULAU TALIABU
32;8271;KOTA TERNATE
32;8272;KOTA TIDORE KEPULAUAN
33;9101;KABUPATEN FAKFAK
33;9102;KABUPATEN KAIMANA
33;9103;KABUPATEN TELUK WONDAMA
33;9104;KABUPATEN TELUK BINTUNI
33;9105;KABUPATEN MANOKWARI
33;9106;KABUPATEN SORONG SELATAN
33;9107;KABUPATEN SORONG
33;9108;KABUPATEN RAJA AMPAT
33;9109;KABUPATEN TAMBRAUW
33;9110;KABUPATEN MAYBRAT
33;9111;KABUPATEN MANOKWARI SELATAN
33;9112;KABUPATEN PEGUNUNGAN ARFAK
33;9171;KOTA SORONG
34;9401;KABUPATEN MERAUKE
34;9402;KABUPATEN JAYAWIJAYA
34;9403;KABUPATEN JAYAPURA
34;9404;KABUPATEN NABIRE
34;9408;KABUPATEN KEPULAUAN YAPEN
34;9409;KABUPATEN BIAK NUMFOR
34;9410;KABUPATEN PANIAI
34;9411;KABUPATEN PUNCAK JAYA
34;9412;KABUPATEN MIMIKA
34;9413;KABUPATEN BOVEN DIGOEL
34;9414;KABUPATEN MAPPI
34;9415;KABUPATEN ASMAT
34;9416;KABUPATEN YAHUKIMO
34;9417;KABUPATEN PEGUNUNGAN BINTANG
34;9418;KABUPATEN TOLIKARA
34;9419;KABUPATEN SARMI
34;9420;KABUPATEN KEEROM
34;9426;KABUPATEN WAROPEN
34;9427;KABUPATEN SUPIORI
34;9428;KABUPATEN MAMBERAMO RAYA
34;9429;KABUPATEN NDUGA
34;9430;KABUPATEN LANNY JAYA
34;9431;KABUPATEN MAMBERAMO TENGAH
34;9432;KABUPATEN YALIMO
34;9433;KABUPATEN PUNCAK
34;9434;KABUPATEN DOGIYAI
34;9435;KABUPATEN INTAN JAYA
34;9436;KABUPATEN DEIYAI
34;9471;KOTA JAYAPURA
