11;Pirak Timu
11;Cot Girek
11;Tanah Jambo Aye
11;Langkahan
11;Seunuddon
11;Baktiya
11;Baktiya Barat
11;Lhoksukon
11;Tanah Luas
11;Nibong
11;Samudera
11;Syamtalira Aron
11;Tanah Pasir
11;Lapang
11;Muara Batu
11;Dewantara
12;Manggeng
12;Lembah Sabil
12;Tangan-Tangan
12;Setia
12;Blang Pidie
12;Jeumpa
12;Susoh
12;Kuala Batee
12;Babah Rot
13;Kuta Panjang
13;Blang Jerango
13;Blangkejeren
13;Putri Betung
13;Dabun Gelang
13;Blang Pegayon
13;Pining
13;Rikit Gaib
13;Pantan Cuaca
13;Terangun
13;Tripe Jaya
14;Tamiang Hulu
14;Bandar Pusaka
14;Kejuruan Muda
14;Tenggulun
14;Rantau
14;Kota Kuala Simpang
14;Seruway
14;Bendahara
14;Banda Mulia
14;Karang Baru
14;Sekerak
14;Manyak Payed
15;Darul Makmur
15;Tripa Makmur
15;Kuala
15;Kuala Pesisir
15;Tadu Raya
15;Beutong
15;Beutong Ateuh Banggalang
15;Seunagan
15;Suka Makmue
15;Seunagan Timur
16;Teunom
16;Pasie Raya
16;Panga
16;Krueng Sabee
16;Setia Bakti
16;Sampoiniet
16;Darul Hikmah
16;Jaya
16;Indra Jaya
17;Timang Gajah
17;Gajah Putih
17;Pintu Rime Gayo
17;Bukit
17;Wih Pesam
17;Bandar
17;Bener Kelipah
17;Syiah Utama
17;Mesidah
17;Permata
18;Meureudu
18;Meurah Dua
18;Bandar Dua
18;Jangka Buya
18;Ulim
18;Trienggadeng
18;Panteraja
18;Bandar Baru
19;Meuraxa
19;Jaya Baru
19;Banda Raya
19;Baiturrahman
19;Lueng Bata
19;Kuta Alam
19;Kuta Raja
19;Syiah Kuala
19;Ulee Kareng
20;Sukajaya
20;Sukakarya
21;Langsa Timur
21;Langsa Lama
21;Langsa Barat
21;Langsa Baro
21;Langsa Kota
22;Blang Mangat
22;Muara Dua
22;Muara Satu
22;Banda Sakti
23;Simpang Kiri
23;Penanggalan
23;Rundeng
23;Sultan Daulat
23;Longkib
24;Idano Gawo
24;Bawolato
24;Ulugawo
24;Gido
24;Sogaeadu
24;Ma U
24;Somolo - Molo
24;Hiliduho
24;Hili Serangkai
24;Botomuzoi
25;Batahan
25;Sinunukan
25;Batang Natal
25;Lingga Bayu
25;Ranto Baek
25;Kotanopan
25;Ulu Pungkut
25;Tambangan
25;Lembah Sorik Marapi
25;Puncak Sorik Marapi
25;Muara Sipongi
25;Pakantan
25;Panyabungan
25;Panyabungan Selatan
25;Panyabungan Barat
25;Panyabungan Utara
25;Panyabungan Timur
25;Huta Bargot
25;Natal
25;Muara Batang Gadis
25;Siabu
25;Bukit Malintang
25;Naga Juang
26;Batang Angkola
26;Sayur Matinggi
26;Tano Tombangan Angkola
26;Angkola Timur
26;Angkola Selatan
26;Angkola  Barat
26;Angkola Sangkunur
26;Batang Toru
26;Marancar
26;Muara Batang Toru
26;Sipirok
26;Arse
26;Saipar Dolok Hole
26;Aek Bilah
27;Pinang Sori
27;Badiri
27;Sibabangun
27;Lumut
27;Sukabangun
27;Pandan
27;Tukka
27;Sarudik
27;Tapian Nauli
27;Sitahuis
27;Kolang
27;Sorkam
27;Sorkam Barat
27;Pasaribu Tobing
27;Barus
27;Sosor Gadong
27;Andam Dewi
27;Barus Utara
27;Manduamas
27;Sirandorung
28;Parmonangan
28;Adiankoting
28;Sipoholon
28;Tarutung
28;Siatas Barita
28;Pahae Julu
28;Pahae Jae
28;Purbatua
28;Simangumban
28;Pangaribuan
28;Garoga
28;Sipahutar
28;Siborongborong
28;Pagaran
28;Muara
29;Balige
29;Tampahan
29;Laguboti
29;Habinsaran
29;Borbor
29;Nassau
29;Silaen
29;Sigumpar
29;Porsea
29;Pintu Pohan Meranti
29;Siantar Narumonda
29;Parmaksian
29;Lumban Julu
29;Uluan
29;Ajibata
29;Bonatua Lunasi
30;Bilah Hulu
30;Pangkatan
30;Bilah Barat
30;Bilah Hilir
30;Panai Hulu
30;Panai Tengah
30;Panai Hilir
30;Rantau Selatan
30;Rantau Utara
31;Bandar Pasir Mandoge
31;Bandar Pulau
31;Aek Songsongan
31;Rahuning
31;Pulau Rakyat
31;Aek Kuasan
31;Aek Ledong
31;Sei Kepayang
31;Sei Kepayang Barat
31;Sei Kepayang Timur
31;Tanjung Balai
31;Simpang Empat
31;Teluk Dalam
31;Air Batu
31;Sei Dadap
31;Buntu Pane
31;Tinggi Raja
31;Setia Janji
31;Meranti
31;Pulo Bandring
31;Rawang Panca Arga
31;Air Joman
31;Silau Laut
31;Kisaran Barat
31;Kisaran Timur
32;Silimakuta
32;Pematang Silimahuta
32;Purba
32;Haranggaol Horison
32;Dolok Pardamean
32;Sidamanik
32;Pematang Sidamanik
32;Girsang Sipangan Bolon
32;Tanah Jawa
32;Hatonduhan
32;Dolok Panribuan
32;Jorlang Hataran
32;Panei
32;Panombean Panei
32;Raya
32;Dolok Silau
32;Silau Kahean
32;Raya Kahean
32;Tapian Dolok
32;Dolok Batu Nanggar
32;Siantar
32;Gunung Malela
32;Gunung Maligas
32;Hutabayu Raja
32;Jawa Maraja Bah Jambi
32;Pematang Bandar
32;Bandar Huluan
32;Bandar
32;Bandar Masilam
32;Bosar Maligas
32;Ujung Padang
33;Sidikalang
33;Berampu
33;Sitinjo
33;Parbuluan
33;Sumbul
33;Silahi Sabungan
33;Silima Pungga-Pungga
33;Lae Parira
33;Siempat Nempu
33;Siempat Nempu Hulu
33;Siempat Nempu Hilir
33;Tiga Lingga
33;Gunung Sitember
33;Pegagan Hilir
33;Tanah Pinem
34;Mardingding
34;Laubaleng
34;Tiga Binanga
34;Juhar
34;Munte
34;Kuta Buluh
34;Payung
34;Tiganderket
34;Simpang Empat
34;Naman Teran
34;Merdeka
34;Kabanjahe
34;Berastagi
34;Tigapanah
34;Dolat Rayat
34;Merek
34;Barusjahe
35;Gunung Meriah
35;Sinembah Tanjung Muda Hulu
35;Sibolangit
35;Kutalimbaru
35;Pancur Batu
35;Namo Rambe
35;Biru-Biru
35;Sinembah Tanjung Muda Hilir
35;Bangun Purba
35;Galang
35;Tanjung Morawa
35;Patumbak
35;Deli Tua
35;Sunggal
35;Hamparan Perak
35;Labuhan Deli
35;Percut Sei Tuan
35;Batang Kuis
35;Pantai Labu
35;Beringin
35;Lubuk Pakam
35;Pagar Merbau
36;Bohorok
36;Sirapit
36;Salapian
36;Kutambaru
36;Sei Bingai
36;Kuala
36;Selesai
36;Binjai
36;Stabat
36;Wampu
36;Batang Serangan
36;Sawit Seberang
36;Padang Tualang
36;Hinai
36;Secanggang
36;Tanjung Pura
36;Gebang
36;Babalan
36;Sei Lepan
36;Brandan Barat
36;Besitang
36;Pangkalan Susu
36;Pematang Jaya
37;Hibala
37;Tanah Masa
37;Pulau-Pulau Batu
37;Pulau-Pulau Batu Timur
37;Simuk
37;Pulau-Pulau Batu Barat
37;Pulau-Pulau Batu Utara
37;Teluk Dalam
37;Fanayama
37;Toma
37;Maniamolo
37;Mazino
37;Luahagundre Maniamolo
37;Onolalu
37;Amandraya
37;Aramo
37;Ulususua
37;Lahusa
37;Siduaori
37;Somambawa
37;Gomo
37;Susua
37;Mazo
37;Umbunasi
37;Idanotae
37;Uluidanotae
37;Boronadu
37;Lolomatua
37;Ulunoyo
37;Huruna
37;Lolowa'U
37;Hilimegai
37;Oou
37;Onohazumba
37;Hilisalawaahe
38;Pakkat
38;Onan Ganjang
38;Sijama Polang
38;Dolok Sanggul
38;Lintong Nihuta
38;Paranginan
38;Bakti Raja
38;Pollung
38;Parlilitan
38;Tara Bintang
39;Salak
39;Sitellu Tali Urang Jehe
39;Pagindar
39;Sitellu Tali Urang Julu
39;Pergetteng-Getteng Sengkut
39;Kerajaan
39;Tinada
39;Siempat Rube
40;Sianjur Mula Mula
40;Harian
40;Sitio-Tio
40;Onan Runggu
40;Nainggolan
40;Palipi
40;Ronggur Nihuta
40;Pangururan
40;Simanindo
41;Kotarih
41;Silinda
41;Bintang Bayu
41;Dolok Masihul
41;Serbajadi
41;Sipispis
41;Dolok Merawan
41;Tebingtinggi
41;Tebing Syahbandar
41;Bandar Khalipah
41;Tanjung Beringin
41;Sei Rampah
41;Sei Bamban
41;Teluk Mengkudu
41;Perbaungan
41;Pegajahan
41;Pantai Cermin
42;Sei Balai
42;Tanjung Tiram
42;Talawi
42;Limapuluh
42;Air Putih
42;Sei Suka
42;Medang Deras
43;Batang Onang
43;Padang Bolak Julu
43;Portibi
43;Padang Bolak
43;Simangambat
43;Halongonan
43;Dolok
43;Dolok Sigompulon
43;Hulu Sihapas
44;Sosopan
44;Ulu Barumun
44;Barumun
44;Barumun Selatan
44;Lubuk Barumun
44;Sosa
44;Batang Lubu Sutam
44;Huta Raja Tinggi
44;Huristak
44;Barumun Tengah
44;Aek Nabara Barumun
44;Sihapas Barumun
45;Sungai Kanan
45;Torgamba
45;Kota Pinang
45;Silangkitang
45;Kampung Rakyat
46;Na Ix-X
46;Marbau
46;Aek Kuo
46;Aek Natas
46;Kualuh Selatan
46;Kualuh Hilir
46;Kualuh Hulu
46;Kualuh Leidong
47;Tugala Oyo
47;Alasa
47;Alasa Talu Muzoi
47;Namohalu Esiwa
47;Sitolu Ori
47;Tuhemberua
47;Sawo
47;Lotu
47;Lahewa Timur
47;Afulu
47;Lahewa
48;Sirombu
48;Lahomi
48;Ulu Moro O
48;Lolofitu Moi
48;Mandrehe Utara
48;Mandrehe
48;Mandrehe Barat
48;Moro O
49;Sibolga Utara
49;Sibolga Kota
49;Sibolga Selatan
49;Sibolga Sambas
50;Datuk Bandar
50;Datuk Bandar Timur
50;Tanjung Balai Selatan
50;Tanjung Balai Utara
50;Sei Tualang Raso
50;Teluk Nibung
51;Siantar Marihat
51;Siantar Marimbun
51;Siantar Selatan
51;Siantar Barat
51;Siantar Utara
51;Siantar Timur
51;Siantar Martoba
51;Siantar Sitalasari
52;Padang Hulu
52;Tebing Tinggi Kota
52;Rambutan
52;Bajenis
52;Padang Hilir
53;Medan Tuntungan
53;Medan Johor
53;Medan Amplas
53;Medan Denai
53;Medan Area
53;Medan Kota
53;Medan Maimun
53;Medan Polonia
53;Medan Baru
53;Medan Selayang
53;Medan Sunggal
53;Medan Helvetia
53;Medan Petisah
53;Medan Barat
53;Medan Timur
53;Medan Perjuangan
53;Medan Tembung
53;Medan Deli
53;Medan Labuhan
53;Medan Marelan
53;Medan Belawan
54;Binjai Selatan
54;Binjai Kota
54;Binjai Timur
54;Binjai Utara
54;Binjai Barat
55;Padangsidimpuan Tenggara
55;Padangsidimpuan Selatan
55;Padangsidimpuan Batunadua
55;Padangsidimpuan Utara
55;Padangsidimpuan Hutaimbaru
55;Padangsidimpuan Angkola Julu
56;Gunungsitoli Idanoi
56;Gunungsitoli Selatan
56;Gunungsitoli Barat
56;Gunung Sitoli
56;Gunungsitoli Alo Oa
56;Gunungsitoli Utara
57;Pagai Selatan
57;Sikakap
57;Pagai Utara
57;Sipora Selatan
57;Sipora Utara
57;Siberut Selatan
57;Seberut Barat Daya
57;Siberut Tengah
57;Siberut Utara
57;Siberut Barat
58;Silaut
58;Lunang
58;Basa Ampek Balai Tapan
58;Ranah Ampek Hulu Tapan
58;Pancung Soal
58;Airpura
58;Linggo Sari Baganti
58;Ranah Pesisir
58;Lengayang
58;Sutera
58;Batang Kapas
58;Iv Jurai
58;Bayang
58;Iv  Nagari Bayang Utara
58;Koto Xi Tarusan
59;Pantai Cermin
59;Lembah Gumanti
59;Hiliran Gumanti
59;Payung Sekaki
59;Tigo Lurah
59;Lembang Jaya
59;Danau Kembar
59;Gunung Talang
59;Bukit Sundi
59;Ix Koto Sungai Lasi
59;Kubung
59;X Koto Diatas
59;X Koto Singkarak
59;Junjung Sirih
60;Kamang Baru
60;Tanjung Gadang
60;Sijunjung
60;Lubuk Tarok
60;Iv Nagari
60;Kupitan
60;Koto Tujuh
60;Sumpur Kudus
61;Sepuluh Koto
61;Batipuh
61;Batipuh Selatan
61;Pariangan
61;Rambatan
61;Lima Kaum
61;Tanjung Emas
61;Padang Ganting
61;Lintau Buo
61;Lintau Buo Utara
61;Sungayang
61;Sungai Tarab
61;Salimpaung
61;Tanjung Baru
62;Batang Anai
62;Lubuk Alung
62;Sintuk Toboh Gadang
62;Ulakan Tapakis
62;Nan Sabaris
62;2 X 11 Enam Lingkung
62;Enam Lingkung
62;2 X 11 Kayu Tanam
62;Vii Koto Sungai Sariak
62;Patamuan
62;Padang Sago
62;V Koto Kp Dalam
62;V Koto Timur
62;Sungai Limau
62;Batang Gasan
62;Sungai Geringging
62;Iv Koto Aur Malintang
63;Tanjung Mutiara
63;Lubuk Basung
63;Ampek Nagari
63;Tanjung Raya
63;Matur
63;Iv Koto
63;Malalak
63;Banuhampu
63;Sungai Pua
63;Ampek Angkek
63;Canduang
63;Baso
63;Tilatang Kamang
63;Kamang Magek
63;Palembayan
63;Palupuh
64;Payakumbuh
64;Akabiluru
64;Luak
64;Lareh Sago Halaban
64;Situjuah Limo Nagari
64;Harau
64;Guguak
64;Mungka
64;Suliki
64;Bukik Barisan
64;Gunuang Omeh
64;Kapur Ix
64;Pangkalan Koto Baru
65;Bonjol
65;Tigo Nagari
65;Simpang Alahan Mati
65;Lubuk Sikaping
65;Dua Koto
65;Panti
65;Padang Gelugur
65;Rao
65;Mapat Tunggul
65;Mapat Tunggul Selatan
65;Rao Selatan
65;Rao Utara
66;Sangir
66;Sangir Jujuan
66;Sangir Balai Janggo
66;Sangir Batang Hari
66;Sungai Pagu
66;Pauah Duo
66;Koto Parik Gadang Diateh
67;Sungai Rumbai
67;Koto Besar
67;Asam Jujuhan
67;Koto Baru
67;Koto Salak
67;Tiumang
67;Padang Laweh
67;Sitiung
67;Timpeh
67;Pulau Punjung
67;Ix Koto
68;Sungai Beremas
68;Ranah Batahan
68;Koto Balingka
68;Sungai Aur
68;Lembah Malintang
68;Gunung Tuleh
68;Talamau
68;Pasaman
68;Luhak Nan Duo
68;Sasak Ranah Pasisie
68;Kinali
69;Bungus Teluk Kabung
69;Lubuk Kilangan
69;Lubuk Begalung
69;Padang Selatan
69;Padang Timur
69;Padang Barat
69;Padang Utara
69;Nanggalo
69;Kuranji
69;Pauh
69;Koto Tangah
70;Lubuk Sikarah
70;Tanjung Harapan
71;Silungkang
71;Lembah Segar
71;Barangin
71;Talawi
72;Padang Panjang Barat
72;Padang Panjang Timur
73;Guguk Panjang
73;Mandiangin Koto Selayan
73;Aur Birugo Tigo Baleh
74;Payakumbuh Barat
74;Payakumbuh Selatan
74;Payakumbuh Timur
74;Payakumbuh Utara
74;Lamposi Tigo Nagori
75;Pariaman Selatan
75;Pariaman Tengah
75;Pariaman Timur
75;Pariaman Utara
76;Kuantan Mudik
76;Hulu Kuantan
76;Gunung Toar
76;Pucuk Rantau
76;Singingi
76;Singingi Hilir
76;Kuantan Tengah
76;Sentajo Raya
76;Benai
76;Kuantan Hilir
76;Pangean
76;Logas Tanah Darat
76;Kuantan Hilir Seberang
76;Cerenti
76;Inuman
77;Peranap
77;Batang Peranap
77;Seberida
77;Batang Cenaku
77;Batang Gansal
77;Kelayang
77;Rakit Kulim
77;Pasir Penyu
77;Lirik
77;Sungai Lala
77;Lubuk Batu Jaya
77;Rengat Barat
77;Rengat
77;Kuala Cenaku
78;Keritang
78;Kemuning
78;Reteh
78;Sungai Batang
78;Enok
78;Tanah Merah
78;Kuala Indragiri
78;Concong
78;Tembilahan
78;Tembilahan Hulu
78;Tempuling
78;Kempas
78;Batang Tuaka
78;Gaung Anak Serka
78;Gaung
78;Mandah
78;Kateman
78;Pelangiran
78;Teluk Belengkong
78;Pulau Burung
79;Langgam
79;Pangkalan Kerinci
79;Bandar Seikijang
79;Pangkalan Kuras
79;Ukui
79;Pangkalan Lesung
79;Bunut
79;Pelalawan
79;Bandar Petalangan
79;Kuala Kampar
79;Kerumutan
79;Teluk Meranti
80;Minas
80;Sungai Mandau
80;Kandis
80;Siak
80;Kerinci Kanan
80;Tualang
80;Dayun
80;Lubuk Dalam
80;Koto Gasib
80;Mempura
80;Sungai Apit
80;Bunga Raya
80;Sabak Auh
80;Pusako
81;Kampar Kiri
81;Kampar Kiri Hulu
81;Kampar Kiri Hilir
81;Gunung Sahilan
81;Kampar Kiri Tengah
81;Xiii Koto Kampar
81;Koto Kampar Hulu
81;Kuok
81;Salo
81;Tapung
81;Tapung Hulu
81;Tapung Hilir
81;Bangkinang Kota
81;Bangkinang
81;Kampar
81;Kampar Timur
81;Rumbio Jaya
81;Kampar Utara
81;Tambang
81;Siak Hulu
81;Perhentian Raja
82;Rokan Iv Koto
82;Pendalian Iv Koto
82;Tandun
82;Kabun
82;Ujung Batu
82;Rambah Samo
82;Rambah
82;Rambah Hilir
82;Bangun Purba
82;Tambusai
82;Tambusai Utara
82;Kepenuhan
82;Kepenuhan Hulu
82;Kunto Darussalam
82;Pagaran Tapah Darussalam
82;Bonai Darussalam
83;Mandau
83;Pinggir
83;Bukit Batu
83;Siak Kecil
83;Rupat
83;Rupat Utara
83;Bengkalis
83;Bantan
84;Tanah Putih
84;Pujud
84;Tanah Putih Tanjung Melawan
84;Rantau Kopar
84;Tanjung Medan
84;Bagan Sinembah
84;Simpang Kanan
84;Bagan Sinembah Raya
84;Balai Jaya
84;Kubu
84;Pasir Limau Kapas
84;Kubu Babussalam
84;Bangko
84;Sinaboi
84;Batu Hampar
84;Pekaitan
84;Rimba Melintang
84;Bangko Pusako
85;Tebing Tinggi Barat
85;Tebing Tinggi
85;Tebing Tinggi Timur
85;Rangsang
85;Rangsang Pesisir
85;Rangsang Barat
85;Merbau
85;Pulau Merbau
85;Tasik Putri Puyu
86;Tampan
86;Payung Sekaki
86;Bukit Raya
86;Marpoyan Damai
86;Tenayan Raya
86;Limapuluh
86;Sail
86;Pekanbaru Kota
86;Sukajadi
86;Senapelan
86;Rumbai
86;Rumbai Pesisir
87;Bukit Kapur
87;Medang Kampai
87;Sungai Sembilan
87;Dumai Barat
87;Dumai Selatan
87;Dumai Timur
87;Dumai Kota
88;Gunung Raya
88;Bukit Kerman
88;Batang Merangin
88;Keliling Danau
88;Danau Kerinci
88;Sitinjau Laut
88;Air Hangat
88;Air Hangat Timur
88;Depati Vii
88;Air Hangat Barat
88;Gunung Kerinci
88;Siulak
88;Siulak Mukai
88;Kayu Aro
88;Gunung Tujuh
88;Kayu Aro Barat
89;Jangkat
89;Sungai Tenang
89;Muara Siau
89;Lembah Masurai
89;Tiang Pumpung
89;Pamenang
89;Pamenang Barat
89;Renah Pamenang
89;Pamenang Selatan
89;Bangko
89;Bangko Barat
89;Nalo Tantan
89;Batang Masumai
89;Sungai Manau
89;Renah Pembarap
89;Pangkalan Jambu
89;Tabir
89;Tabir Ulu
89;Tabir Selatan
89;Tabir Ilir
89;Tabir Timur
89;Tabir Lintas
89;Margo Tabir
89;Tabir Barat
90;Batang Asai
90;Limun
90;Cermin Nan Gedang
90;Pelawan
90;Singkut
90;Sarolangun
90;Bathin Viii
90;Pauh
90;Air Hitam
90;Mandiangin
91;Mersam
91;Maro Sebo Ulu
91;Batin Xxiv
91;Muara Tembesi
91;Muara Bulian
91;Bajubang
91;Maro Sebo Ilir
91;Pemayung
92;Mestong
92;Sungai Bahar
92;Bahar Selatan
92;Bahar Utara
92;Kumpeh Ulu
92;Sungai Gelam
92;Kumpeh
92;Maro Sebo
92;Taman Rajo
92;Jambi Luar Kota
92;Sekernan
93;Mendahara
93;Mendahara Ulu
93;Geragai
93;Dendang
93;Muara Sabak Barat
93;Muara Sabak Timur
93;Kuala Jambi
93;Rantau Rasau
93;Berbak
93;Nipah Panjang
93;Sadu
94;Tungkal Ulu
94;Merlung
94;Batang Asam
94;Tebing Tinggi
94;Renah Mendaluh
94;Muara Papalik
94;Pengabuan
94;Senyerang
94;Tungkal Ilir
94;Bram Itam
94;Seberang Kota
94;Betara
94;Kuala Betara
95;Tebo Ilir
95;Muara Tabir
95;Tebo Tengah
95;Sumay
95;Tengah Ilir
95;Rimbo Bujang
95;Rimbo Ulu
95;Rimbo Ilir
95;Tebo Ulu
95;Vii Koto
95;Serai Serumpun
95;Vii Koto Ilir
96;Pelepat
96;Pelepat Ilir
96;Bathin Ii Babeko
96;Rimbo Tengah
96;Bungo Dani
96;Pasar Muara Bungo
96;Bathin Iii
96;Rantau Pandan
96;Muko-Muko Bathin Vii
96;Bathin Iii Ulu
96;Tanah Sepenggal
96;Tanah Sepenggal Lintas
96;Tanah Tumbuh
96;Limbur Lubuk Mengkuang
96;Bathin Ii Pelayang
96;Jujuhan
96;Jujuhan Ilir
97;Kota Baru
97;Alam Barajo
97;Jambi Selatan
97;Paal Merah
97;Jelutung
97;Pasar Jambi
97;Telanaipura
97;Danau Sipin
97;Danau Teluk
97;Pelayangan
97;Jambi Timur
98;Tanah Kampung
98;Kumun Debai
98;Sungai Penuh
98;Pondok Tingggi
98;Sungai Bungkal
98;Hamparan Rawang
98;Pesisir Bukit
98;Koto Baru
99;Lengkiti
99;Sosoh Buay Rayap
99;Pengandonan
99;Semidang Aji
99;Ulu Ogan
99;Muara Jaya
99;Peninjauan
99;Lubuk Batang
99;Sinar Peninjauan
99;Kedaton Peninjauan Raya
99;Batu Raja Timur
99;Lubuk Raja
99;Batu Raja Barat
100;Lempuing
100;Lempuing Jaya
100;Mesuji
100;Sungai Menang
100;Mesuji Makmur
100;Mesuji Raya
100;Tulung Selapan
100;Cengal
100;Pedamaran
100;Pedamaran Timur
100;Tanjung Lubuk
100;Teluk Gelam
100;Kota Kayu Agung
100;Sirah Pulau Padang
100;Jejawi
100;Pampangan
100;Pangkalan Lapam
100;Air Sugihan
101;Semendo Darat Laut
101;Semendo Darat Ulu
101;Semendo Darat Tengah
101;Tanjung Agung
101;Rambang
101;Lubai
101;Lubai Ulu
101;Lawang Kidul
101;Muara Enim
101;Ujan Mas
101;Gunung Megang
101;Benakat
101;Belimbing
101;Rambang Dangku
101;Gelumbang
101;Lembak
101;Sungai Rotan
101;Muara Belida
101;Kelekar
101;Belida Darat
102;Tanjung Sakti Pumi
102;Tanjung Sakti Pumu
102;Kota Agung
102;Mulak Ulu
102;Tanjung Tebat
102;Pulau Pinang
102;Pagar Gunung
102;Gumay Ulu
102;Jarai
102;Pajar Bulan
102;Muara Payang
102;Sukamerindu
102;Kikim Barat
102;Kikim Timur
102;Kikim Selatan
102;Kikim Tengah
102;Lahat
102;Gumay Talang
102;Pseksu
102;Merapi Barat
102;Merapi Timur
102;Merapi Selatan
103;Suku Tengah Lakitan Ulu
103;Selangit
103;Sumber Harta
103;Tugumulyo
103;Purwodadi
103;Muara Beliti
103;Tiang Pumpung Kepungut
103;Jayaloka
103;Suka Karya
103;Muara Kelingi
103;Bulang Tengah Suku Ulu
103;Tuah Negeri
103;Muara Lakitan
103;Megang Sakti
104;Sanga Desa
104;Babat Toman
104;Batanghari Leko
104;Plakat Tinggi
104;Lawang Wetan
104;Sungai Keruh
104;Sekayu
104;Lais
104;Sungai Lilin
104;Keluang
104;Babat Supat
104;Bayung Lencir
104;Lalan
104;Tungkal Jaya
105;Rantau Bayur
105;Betung
105;Suak Tapeh
105;Pulau Rimau
105;Tungkal Ilir
105;Banyuasin Iii
105;Sembawa
105;Talang Kelapa
105;Tanjung Lago
105;Banyuasin I
105;Air Kumbang
105;Rambutan
105;Muara Padang
105;Muara Sugihan
105;Makarti Jaya
105;Air Saleh
105;Banyuasin Ii
105;Muara Telang
105;Sumber Marga Telang
106;Mekakau Ilir
106;Banding Agung
106;Warkuk Ranau Selatan
106;Buay Pematang Ribu Ranau Tengah
106;Buay Pemaca
106;Simpang
106;Buana Pemaca
106;Muaradua
106;Buay Rawan
106;Buay Sandang Aji
106;Tiga Dihaji
106;Buay Runjung
106;Runjung Agung
106;Kisam Tinggi
106;Muaradua Kisam
106;Kisam Ilir
106;Pulau Beringin
106;Sindang Danau
106;Sungai Are
107;Martapura
107;Bunga Mayang
107;Jaya Pura
107;Buay Pemuka Peliung
107;Buay Madang
107;Buay Madang Timur
107;Buay Pemuka Bangsa Raja
107;Madang Suku Ii
107;Madang Suku Iii
107;Madang Suku I
107;Belitang Madang Raya
107;Belitang
107;Belitang Jaya
107;Belitang Iii
107;Belitang Ii
107;Belitang Mulya
107;Semendawai Suku Iii
107;Semendawai Timur
107;Cempaka
